"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","112328422.113084","116987784.913739","122906434.957814","129454728.623599","140032741.468329","147084750.031482","150603925.515853","162625885.863484","166952937.135005","182182067.703568","219878482.173564","247749327.721267","316656648.698957","425950487.519894","558587097.382833","684282434.361095","694540806.380644","719501765.783049","829267889.429373","1019691460.17376","1202618816.20852","1235626770.50924","1194059943.22478","1123085190.06509","1178000677.99929","1141168943.97661","1290267339.65006","1177947965.12142","1110009522.75743","1182660265.76635","1337017559.49728","1383883249.591","1532411039.05479","1636101246.9394","1825732092.54674","1970301486.20561","2128696643.62574","2090221137.02876","1653146716.58235","1936459986.03795","1678219507.89829","1652462023.46215","1833279985.36741","2300492465.32276","2708078476.63012","2980403844.72096","3076305452.86506","3378314599.76402","3523185919.55826","2870624635.68032","3140166712.79624","3779411899.37483","3972028104.47328","4189967998.51424","4857104768.86844","4682479893.97558","4930213644.36653","5353469174.47838","5581425327.44397","5444407198.13478","4432466219.87685","4305031649.74189","4969503549.32096","5442046552.96928","5840564072.77313",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","61756878990.3","66806595974.7159","74888595285.8833","83957182115.028","93079224076.2648","100522559916.017","108928356518.505","117751396249.071","128427504709.055","140361802781.576","146926998937.05","164238872972.653","201621751625.488","262343828815.557","283102178123.295","356780728162.766","368488292816.171","406736454934.474","501724418604.651","608218624730.188","694529183483.39","609184791792.396","578152310609.841","553356312935.709","525033325827.516","547220981165.134","764946585850.933","926320855614.973","1010827662151.75","1016742237302.08","1257649439826.53","1258961748633.88","1389663073110.28","1314383368079.69","1385822778827.98","1595219345511.89","1598889216566.23","1449392222971.45","1496906382032.47","1486915879701.93","1360959069477.49","1370376677298.86","1492427756382.43","1835095983049.09","2109792297237.03","2192146403028.17","2317861544690.82","2655816911866.56","2926802941585.86","2700075882518.98","2646230027988.34","2870408553990.28","2683007095787.23","2816077607875.26","2861236112552.42","2442483452642.5","2470407619777.13","2588868323334.71","2781576320884.39","2722793515171.76","2647926055110.05","2966433692008.09","2796302210398.84","3051831611384.76","3162079073495.78",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","57954522.4217259","64397131.0846457","66225403.5588069","65186666.6666667","70106666.6666667","84933333.3333333","99219082.8537991","119335897.815202","161236465.823622","196771070.895339","227404436.013679","270470345.449357","347798304.635267","397833034.884512","448568492.658561","493014300.005217","456244919.010912","444047495.320099","486605127.702681","426008864.692169","459307281.195335","688914288.878298","886508622.334316","968576956.930265","871935350.384909","960805408.949872","909253214.82608","912670413.325883","760957189.757646","758739178.612171","901404709.830684","989536914.659081","933763083.395627","1104744235.30111","1127684827.35686","1067109530.64798","1160268212.07291","1275093689.27107","1501941580.88903","1724770770.83393","1759739599.22694","2017680834.89917","2339015313.29513","2489873249.62815","2296065170.05552","2331796784.36009","2505740669.27039","2427200388.91831","2690110520.92548","2914012679.27277","2573905971.05459","2813278868.78208","2980057377.87967","3188600927.46688","3266432734.22819","3271813311.5831","3664686796.62669","3566698397.6602","3907323961.33964","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","19885926","21783158","25100928","34821467","46095175","46119184","46813193","47305560","53656834","60270778","64186644","76472529","80055706","84110353","84676118","101931941","112210000","116700000","124700000","135200000","147200000","166200000","178100000","198400000","202500000","221575300","218534700","206626300","218873100","220140500","233271800","240970900","242517200","245432900","240236000","250281900","253541900","256787200","263145100","280284600","296944100","311301600","327248700","317214400","319271200","316489900","325000000","359000000","392000000","394000000","372902690.041619","391601946.963072","415956896.458884","443916782.295594","471425099.488675",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","141468977.799846","167637907.122782","182796536.266025","154480244.055222","215679855.342091","226474285.779063","245849781.273234","271543680.048895","294468564.245272","318124701.478771","323802475.512425","381687072.622379","430508358.514204","722780701.295854","1544216001.66059","2157592940.04234","3009409974.26856","2809349069.22118","2389479271.66616","3030251120.09759","4279637942.25144","3862269120.53497","3618007841.13503","3391275731.53751","3561451560.50783","3339914757.22872","3403638189.20049","3281797043.04996","3834503376.02992","4186411463.85975","5952293764.84777","5402919784.57004","5592390827.39854","4378645081.01769","4190819344.22255","4958845648.04778","5694040002.89863","5326817114.53586","4483417309.83011","4662992036.2073","5080483628.53013","5023265413.2623","5335451099.88223","6511903365.47554","7770219008.21293","9582783990.85345","10327598306.4575","12455409587.3371","15571348344.3379","12113699068.2517","14372593020.2885","18210307743.5816","17170464016.0593","17595744798.3398","18203966895.8433","14383107762.6952","14023890265.3665","14929487485.1623","16867326401.9626","16874405465.391","15342236163.9943","19444935097.2333","20440655695.229","20055720403.471","20867044935.6729",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1344240176739.78","1419645865834.63","1560911918795.02","1653694932096.72","1687830448147.55","1665534876683.31","1649827263567.01","1785729916067.15","2054422857142.86","2421525082387.4","2543180000000","2708441582336.71","3090510204081.63","2929411764705.88","2412840006231.5","2485482596184.71","2663805834828.07","2707089726614.64","2784853502534.29","3064708247921.43","2927911140916.73","2689106566899.61","2680148052335.3","2871340347581.79","2851407164907.81","2696778386607.65","3143323050707.26","3114042471144.39","3369861888972.88","3643834188782.91",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","7321981333.6772","8833588173.40023","8902632715.25406","7735927263.59261","6324503311.25828","3690328963.64086","2701181331.30816","2513867645.13316","2693732611.81599","3094936177.1918","3510520231.21387","3613497316.55319","2800025882.71672","3057475335.18846","3219462262.0075","3395766677.67315","3991377904.13162","5125365191.98664","6410912049.87105","7745250733.95067","10172931088.5655","12795145130.9103","10766920065.8251","12426907967.1578","15475290469.2869","16894392033.2256","17517660143.6859","17966015109.3043","15223796148.8396","15444548901.9637","16473125375.0684","17902544880.6471","17638337116.9126","16010869215.68","18853115588.8106","24984568959.605","30777833600.6515","33776141250.5716",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","1217230094.97205","1302674324.88378","1382515654.47343","1540797588.57221","1731296199.52296","2053462968.0426","2126300672.22965","1747187644.9031","1666909517.65205","1962050555.7775","2215028588.45646","2417108577.52739","2112293279.98507","3006766758.43977","2894409937.8882","2810106382.97872","2765254237.28814","3189428571.42857","3662478184.99127","4020227920.22792","4445228215.76763","4222441860.46512","4035994397.7591","4057275132.27513","4412279843.44423","4504306722.68908","5735677433.82683","5074829931.97279","5197765031.64557","5251858439.874","5889106573.46088","6603185267.79643","6416103925.83267","5968922939.37198","5446383726.77047","6464382807.67884","6932991739.37767","6891443192.24985","7482069162.42008","7718109982.26093","4982850662.20851","5314872854.4405","6166197847.85031","7632723555.66221","8881417906.71432","10744568381.4456","20885037596.6963","24827339138.4906","28679383241.0729","26048720005.5233","32197655566.5347","39336668080.559","41271701060.954","62845721959.827","54678533805.9064","49436806230.4839","56144179397.8516","60385409434.8567","67259353965.6087","68352629246.1555","70008243859.8666","79514204730.3979","73919003209.9866","80547146878.3843","82825288888.9734",
"Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","3220224607.81851","3594302908.06164","4203069035.01427","5152080387.55572","5691417541.33871","6102769605.43001","6762781870.6211","6914381290.57116","8087305999.0597","8877094497.44971","9746524915.08071","9646440666.52864","11926032493.4301","15129893722.3449","18421497251.1767","22787644565.9059","2909130355.238","2976714019.06852","3476480303.12273","3546079262.94987","3888320665.52218","4396178694.1535","4789220416.70641","4781166116.51789","4932800406.92974","5385704166.43341","5641243099.76661","5516916163.0949","5232118046.3713","5046806782.54761","4367458866.71537","4125527603.22908","4301608752.51396","5025167975.26363","5300767960.51572","4282468636.90501","4220019845.26341","6281918226.34408","6964179983.17212","6716905339.73136","6853467145.53089","6785137203.33153","7638044556.84656","8376613539.28278","8778473372.82124","8794201742.84609","8595955222.49719","10324668271.1362","11857030366.7891","13442861496.4454","14088693742.9464","17069115737.8259","19910452541.9219","22407615556.0571","25334307878.737",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","44212081.3502297","46695006.9579374","41160065.8561054","45168072.2689156","52296083.6737339","55728663.222684","59160569.4804413","75187749.0961317","95796021.6888272","115179719.077633","112190829.470457","138093099.09774","171833086.019624","207112627.726094","241083090.303623","218767743.459101","216050552.301584","213448584.936945","177340880.086204","225726358.890914","185646986.824927","220626484.224811","266672211.934161","284120329.401023","317083695.477797","690311080.515018","714254256.122189","755040974.087322","746493951.900959","785999864.840299","848239446.21576","803633342.473706","840285264.631545","814724032.065735","782913871.80966","687410645.063943","578235309.327198","487038685.045496","961900651.423441","1027701067.55688","1054112487.74083","1279703047.0221","1561766955.73024","1450142508.57808","1543294926.87301","1409693596.93594","1415004738.26621","1375609453.43746","1229461721.40861","1378176608.93204","1484578885.97132","1504909462.69521","1670671327.81651","1813609692.49994","1812170891.19069","2014158842.14596","2204734527.12734","2396111020.8801","2507519958.34857",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","204670550.76064","204167296.856603","227986203.29754","232331281.355932","256769730.263158","283311996.82299","292152321.493146","298871674.860041","318876550.432277","308143183.311819","287648258.258297","402230865.151515","430284021.883771","425225176.812165","359980490.728569","373959151.148591","338524232.567315","451893374.95907","427514321.528126","554072302.828333","634187269.235013","668470890.785147","588309271.28603","615779518.807114","612502084.797565","660195402.013602","702965147.568054","698107222.422492","591034143.426384","579365780.135134","391345597.488269","412610871.509121","466773711.235579","553614800.145707","582169841.298304","639776040.688424","634781901.251494","753162998.015113","952667544.037289","890167833.369849","940112538.936436","1157074319.19388","1049412177.11413","1109682824.13594","1135250721.0374","1152384166.79638","1245074264.10396","1469978606.12143","1554133593.91699","1588767975.59018","1683619351.72486","1878659686.58993","1839048747.87671","2077816134.67419","2119865935.24909",
